,title,description,publishedAt
1120,How Donald Trump broke politics - CNNPolitics,"Whether President Donald Trump ultimately wins or loses a second term, Tuesday's election proved something beyond the shadow of a doubt: He has broken modern politics. Or, to put a finer point on it: Trump has exposed the way we poll, analyze and predict election outcomes.",2020-11-04
1121,Sarah McBride to become nation's first-ever transgender state senator - CNNPolitics,"Democratic activist Sarah McBride will become the nation's first person who publicly identifies as transgender to serve as a state senator, after winning Tuesday's election in Delaware, CNN projects.",2020-11-04
1122,Celebs are stressed about the election too - CNN,"If you are anxious about the election, know that Hollywood is right there with you.",2020-11-04
1123,Can Trump decide when to stop counting votes? (opinion)  - CNN,"Elie Honig writes that Trump's declaration that he wanted ""all voting to stop"" that he would be ""going to the Supreme Court"" oversimplifies and misconceives how elections work and how the courts function.",2020-11-04
1124,The US is officially out of the Paris Climate Agreement. Here's what could happen next - CNNPolitics,"The United States officially exited the Paris climate accord today, the landmark agreement aimed to protect the planet from the worsening impacts of the climate crisis. Whether the US gets back involved in depends on the outcome of the presidential election.",2020-11-04
1125,Presidential election: America's political fate in the balance as key vote counts go on - CNNPolitics,The election duel between President Donald Trump and Democrat Joe Biden is coming down to counts of hundreds of thousands of legal votes in a handful of key battlegrounds after a night of dramatically shifting fortunes that left a deeply divided America's political fate on a knife edge.,2020-11-04
1126,Presidential Election Results and Electoral Map 2020,"View maps and real-time presidential election results for the 2020 US election. For more information, visit cnn.com/election.",2020-11-04
1127,Senate and House election results: Live updates,Democrats and Republicans battle for control of the House and Senate. Follow here for the latest updates on races and election results. ,2020-11-04
1128,Coronavirus update: Latest world news,"The coronavirus pandemic has brought countries to a standstill. In many places, as countries reopen, Covid-19 cases are on the rise. Follow here for the latest.",2020-11-04
1129,Jake Tapper: I don't know if this feels like 2016 or 2018 - CNN Video,CNN's Jake Tapper says he still isn't sure whether the 2020 election feels like the 2016 presidential election or the 2018 midterm election.,2020-11-04
1130,Pennsylvania election results too close to call as more than 1 million mail-in ballots still to count - CNN Video,CNN's Pam Brown and John King take a look at election results in Pennsylvania where officials say results from mail-in ballots are still far from being counted. ,2020-11-04
1131,Coronavirus update: Latest world news,"The coronavirus pandemic has brought countries to a standstill. In many places, as countries reopen, Covid-19 cases are on the rise. Follow here for the latest.",2020-11-04
1132,"Mitch McConnell wins reelection in Kentucky, defeating Democrat Amy McGrath  - CNNPolitics","Senate Majority Leader Mitch McConnell won his reelection fight in Kentucky, CNN projected Tuesday night, defeating Democratic opponent Amy McGrath and her massive fundraising efforts to unseat him.",2020-11-04
1133,Opinion: 'Election Week' is here. Count. Every. Vote.  - CNN,"The 2020 presidential race is far from over. Either Joe Biden or Donald Trump could still win, says John Avlon, but it's all hypothetical until all the ballots are counted. Avlon argues that as the strength of our democracy hangs in the balance. The rule of law demands that we count every eligible vote cast.  ",2020-11-04
1134,"Cori Bush, Black Lives Matter activist, becomes Missouri's first Black congresswoman  - CNNPolitics","Cori Bush, a progressive community leader and veteran Black Lives Matter activist, won a House seat in Missouri, becoming the state's first Black woman to represent the state in Congress, according to CNN projections.",2020-11-04
1135,How Donald Trump broke politics - CNNPolitics,"Whether President Donald Trump ultimately wins or loses a second term, Tuesday's election proved something beyond the shadow of a doubt: He has broken modern politics. Or, to put a finer point on it: Trump has exposed the way we poll, analyze and predict election outcomes.",2020-11-04
1136,Jamie Dimon: Respect the democratic process -- and the election outcome - CNN,JPMorgan Chase CEO Jamie Dimon is urging Americans to remain calm and keep faith in the electoral system as uncertainty continues in the presidential election.,2020-11-04
1137,Can Trump decide when to stop counting votes? (opinion)  - CNN,"Elie Honig writes that Trump's declaration that he wanted ""all voting to stop"" that he would be ""going to the Supreme Court"" oversimplifies and misconceives how elections work and how the courts function.",2020-11-04
1138,Opinion: 'Election Week' is here. Count. Every. Vote.  - CNN,"The 2020 presidential race is far from over. Either Joe Biden or Donald Trump could still win, says John Avlon, but it's all hypothetical until all the ballots are counted. Avlon argues that as the strength of our democracy hangs in the balance. The rule of law demands that we count every eligible vote cast.  ",2020-11-04
1139,Trump-Biden election: America's political fate in the balance as key vote counts go on - CNNPolitics,The election duel between President Donald Trump and Democrat Joe Biden is coming down to counts of hundreds of thousands of legal votes in a handful of key battlegrounds after a night of dramatically shifting fortunes that left a deeply divided America's political fate on a knife edge.,2020-11-04
1140,"Cori Bush, Black Lives Matter activist, becomes Missouri's first Black congresswoman  - CNNPolitics","Cori Bush, a progressive community leader and veteran Black Lives Matter activist, won a House seat in Missouri, becoming the state's first Black woman to represent the state in Congress, according to CNN projections.",2020-11-04
